Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,avg_total_score
488,male,group C,some high school,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,45,50,47,47.0
498,female,group B,bachelor's degree,free/reduced,completed,single,sometimes,no,3.0,private,< 5,32,52,53,46.0
527,male,group D,some college,free/reduced,none,married,never,no,5.0,private,< 5,41,53,46,47.0
539,male,group C,some college,standard,none,married,regularly,no,3.0,private,< 5,53,41,39,44.0
548,male,group E,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,52,43,46,47.0
568,male,group B,some high school,free/reduced,completed,married,sometimes,yes,4.0,private,5 - 10,27,34,36,32.0
569,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,> 10,31,38,33,34.0
623,male,group C,some high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,42,47,44,44.0
631,male,group A,some high school,free/reduced,none,single,regularly,yes,3.0,private,5 - 10,52,45,38,45.0
637,male,group B,some high school,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,45,51,43,46.0
639,male,group D,some high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5,45,35,40,40.0
659,male,group C,high school,standard,none,married,never,yes,4.0,school_bus,> 10,51,49,45,48.0
748,female,group B,high school,free/reduced,none,widowed,regularly,yes,3.0,school_bus,5 - 10,18,20,21,20.0
749,female,group C,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,46,49,45,47.0
750,male,group C,some high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,41,32,30,34.0
756,male,group D,some college,standard,completed,married,sometimes,yes,1.0,private,< 5,46,47,50,48.0
784,male,group C,some high school,standard,none,single,regularly,no,3.0,private,5 - 10,41,44,42,42.0
790,female,group B,some high school,free/reduced,none,married,sometimes,no,5.0,school_bus,> 10,38,51,47,45.0
796,female,group B,some high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,33,42,38,38.0
802,male,group C,some high school,free/reduced,completed,married,sometimes,no,5.0,school_bus,5 - 10,44,49,47,47.0
808,female,group A,master's degree,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,33,42,43,39.0
818,male,group D,some high school,standard,none,single,sometimes,yes,7.0,school_bus,< 5,31,34,31,32.0
836,female,group A,bachelor's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,43,49,49,47.0
879,female,group E,associate's degree,standard,none,single,never,yes,2.0,school_bus,5 - 10,41,39,46,42.0
889,male,group C,some college,standard,none,married,sometimes,yes,2.0,private,5 - 10,26,32,24,27.0
896,female,group C,high school,free/reduced,none,single,sometimes,yes,2.0,private,< 5,24,44,37,35.0
929,male,group C,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,37,46,38,40.0
937,male,group B,some high school,standard,none,single,never,no,1.0,school_bus,> 10,45,48,42,45.0
993,female,group D,some high school,free/reduced,none,single,regularly,no,2.0,private,5 - 10,41,49,50,47.0
6,male,group B,high school,standard,none,married,sometimes,no,1.0,private,< 5,50,51,43,48.0
34,female,group C,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,> 10,42,51,52,48.0
54,male,group B,high school,free/reduced,none,single,sometimes,yes,3.0,private,5 - 10,48,50,44,47.0
148,male,group C,high school,free/reduced,none,divorced,never,yes,3.0,private,> 10,38,34,23,32.0
179,male,group C,high school,standard,none,married,sometimes,no,1.0,private,5 - 10,57,45,41,48.0
211,female,group C,high school,free/reduced,none,divorced,sometimes,no,4.0,private,5 - 10,39,54,51,48.0
216,male,group B,some high school,standard,completed,divorced,never,yes,3.0,private,< 5,29,35,36,33.0
244,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,30,42,40,37.0
254,male,group B,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,39,35,40,38.0
263,male,group C,bachelor's degree,free/reduced,completed,single,regularly,no,4.0,private,< 5,44,46,52,47.0
272,male,group D,master's degree,standard,completed,married,never,yes,2.0,school_bus,5 - 10,43,42,46,44.0
281,male,group C,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,46,47,41,45.0
297,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,53,41,40,45.0
307,female,group B,some college,free/reduced,none,single,sometimes,yes,0.0,school_bus,< 5,43,48,48,46.0
313,male,group B,associate's degree,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,39,38,28,35.0
314,male,group D,high school,free/reduced,none,married,never,yes,6.0,school_bus,> 10,51,48,44,48.0
321,male,group C,associate's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,39,38,39,39.0
323,male,group A,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,50,44,39,44.0
344,male,group B,high school,standard,none,widowed,regularly,no,3.0,private,5 - 10,55,42,42,46.0
351,male,group B,high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,46,45,41,44.0
372,male,group D,bachelor's degree,standard,none,divorced,regularly,no,1.0,private,< 5,58,43,40,47.0
380,female,group C,some college,standard,none,divorced,never,yes,3.0,private,5 - 10,32,42,45,40.0
395,female,group C,some college,free/reduced,none,divorced,sometimes,no,1.0,private,< 5,34,41,47,41.0
396,male,group C,high school,standard,none,married,sometimes,no,3.0,school_bus,< 5,50,38,39,42.0
425,male,group B,some college,free/reduced,completed,single,sometimes,no,2.0,school_bus,< 5,39,46,51,45.0
442,male,group C,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,44,42,41,42.0
470,male,group D,some college,standard,none,married,sometimes,no,3.0,private,> 10,52,43,40,45.0
479,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,< 5,44,42,38,41.0
488,male,group D,high school,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,58,43,44,48.0
546,male,group C,high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,39,42,36,39.0
558,female,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,0.0,private,5 - 10,37,53,52,47.0
578,female,group B,some high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,45,48,51,48.0
582,male,group A,bachelor's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,41,36,36,38.0
591,female,group D,some high school,standard,none,married,never,yes,3.0,school_bus,< 5,43,50,51,48.0
603,female,group B,associate's degree,standard,none,married,never,yes,3.0,school_bus,5 - 10,26,38,39,34.0
614,female,group B,high school,free/reduced,none,divorced,regularly,yes,0.0,private,< 5,38,46,47,44.0
644,female,group C,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,36,37,37,37.0
647,male,group D,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,49,29,34,37.0
651,female,group B,high school,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,39,52,49,47.0
686,male,group C,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,48,47,45,47.0
687,male,group D,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,46,44,38,43.0
721,female,group B,some high school,free/reduced,completed,single,regularly,yes,4.0,school_bus,> 10,35,42,48,42.0
722,female,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,39,55,48,47.0
730,male,group B,some college,standard,none,divorced,sometimes,no,3.0,private,5 - 10,54,42,40,45.0
737,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,40,47,45,44.0
781,male,group B,associate's degree,free/reduced,none,married,never,yes,2.0,private,5 - 10,46,40,38,41.0
783,female,group B,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,32,37,36,35.0
785,female,group C,some high school,free/reduced,none,single,sometimes,yes,2.0,private,< 5,43,49,50,47.0
792,female,group C,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,24,36,32,31.0
803,female,group B,some high school,standard,none,single,regularly,no,3.0,school_bus,5 - 10,32,38,36,35.0
819,male,group C,high school,standard,none,divorced,sometimes,no,4.0,school_bus,5 - 10,47,41,36,41.0
846,female,group D,some high school,standard,completed,divorced,sometimes,no,2.0,private,> 10,33,46,46,42.0
861,female,group C,some high school,free/reduced,none,married,regularly,yes,3.0,private,< 5,46,49,50,48.0
909,male,group D,some high school,free/reduced,completed,married,sometimes,yes,4.0,school_bus,> 10,42,50,48,47.0
920,male,group B,high school,standard,completed,single,sometimes,yes,1.0,private,< 5,49,40,40,43.0
969,female,group C,some high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,37,50,42,43.0
993,female,group D,high school,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,32,32,35,33.0
12,male,group C,high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,17,22,15,18.0
23,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,5 - 10,30,46,46,41.0
41,female,group D,some high school,standard,none,single,sometimes,yes,0.0,private,5 - 10,44,49,45,46.0
46,female,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5,44,43,50,46.0
74,male,group B,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,45,40,37,41.0
85,male,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,34,52,44,43.0
92,male,group B,high school,standard,none,married,regularly,no,2.0,school_bus,< 5,59,41,44,48.0
98,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,31,36,27,31.0
132,female,group B,some college,free/reduced,none,married,never,yes,1.0,private,< 5,19,38,28,28.0
172,female,group C,some high school,free/reduced,none,widowed,sometimes,yes,2.0,school_bus,< 5,36,52,44,44.0
185,male,group B,master's degree,standard,none,married,regularly,yes,1.0,private,> 10,47,44,49,47.0
188,male,group C,some college,standard,none,widowed,sometimes,no,5.0,school_bus,5 - 10,47,44,41,44.0
234,female,group B,high school,standard,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,45,52,48,48.0
240,male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,5 - 10,33,34,27,31.0
243,male,group D,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,45,49,48,47.0
260,male,group E,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,43,30,28,34.0
302,male,group D,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,48,39,41,43.0
313,male,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,42,51,45,46.0
422,male,group A,some high school,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,44,39,31,38.0
424,female,group B,high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,40,46,50,45.0
427,female,group D,associate's degree,free/reduced,none,divorced,regularly,yes,0.0,private,5 - 10,23,35,35,31.0
432,female,group C,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,34,46,44,41.0
438,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,38,30,29,32.0
472,male,group C,high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,50,43,47,47.0
498,female,group A,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,26,44,39,36.0
513,male,group C,some college,free/reduced,none,single,sometimes,no,3.0,private,5 - 10,44,47,42,44.0
516,male,group C,some high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,47,41,35,41.0
526,male,group C,some college,standard,none,single,regularly,yes,2.0,school_bus,< 5,43,30,31,35.0
539,female,group D,some high school,free/reduced,completed,married,sometimes,no,3.0,school_bus,< 5,38,53,48,46.0
582,female,group D,high school,standard,none,divorced,regularly,yes,3.0,private,5 - 10,41,43,47,44.0
595,female,group E,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,37,44,40,40.0
603,female,group B,associate's degree,free/reduced,none,married,regularly,yes,5.0,school_bus,5 - 10,40,50,53,48.0
679,female,group B,master's degree,free/reduced,none,single,regularly,no,3.0,school_bus,< 5,41,49,43,44.0
690,male,group A,bachelor's degree,free/reduced,none,divorced,sometimes,no,2.0,private,5 - 10,27,32,26,28.0
703,male,group B,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,41,46,35,41.0
708,male,group C,associate's degree,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10,30,47,39,39.0
723,male,group B,associate's degree,free/reduced,none,divorced,regularly,yes,2.0,private,5 - 10,47,36,38,40.0
750,male,group B,some high school,free/reduced,none,married,regularly,yes,2.0,private,> 10,49,46,41,45.0
755,female,group C,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,46,40,43,43.0
763,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,< 5,42,47,43,44.0
796,female,group C,high school,free/reduced,none,single,sometimes,yes,3.0,private,< 5,36,49,47,44.0
821,female,group B,high school,free/reduced,none,married,regularly,yes,4.0,school_bus,< 5,30,46,38,38.0
828,female,group C,some high school,standard,completed,single,sometimes,yes,3.0,private,5 - 10,45,43,54,47.0
875,male,group A,some high school,free/reduced,none,divorced,regularly,no,4.0,private,> 10,56,45,44,48.0
886,male,group D,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,48,46,48,47.0
921,male,group A,high school,free/reduced,none,single,sometimes,yes,0.0,school_bus,< 5,43,43,40,42.0
946,female,group C,some college,free/reduced,none,single,sometimes,no,4.0,school_bus,< 5,31,40,42,38.0
977,female,group D,high school,standard,completed,divorced,regularly,yes,0.0,school_bus,< 5,45,44,50,46.0
13,male,group B,high school,free/reduced,none,divorced,never,yes,4.0,private,< 5,42,49,39,43.0
23,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,33,28,30,30.0
25,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,32,58,54,48.0
35,male,group A,some high school,free/reduced,none,widowed,sometimes,yes,2.0,private,5 - 10,21,39,29,30.0
44,male,group A,some high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,44,47,45,45.0
63,male,group B,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,58,39,40,46.0
71,female,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,39,41,44,41.0
80,male,group D,associate's degree,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,40,34,33,36.0
101,male,group C,associate's degree,free/reduced,none,married,regularly,yes,5.0,school_bus,5 - 10,41,22,24,29.0
103,male,group B,some college,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,44,44,39,42.0
110,female,group D,some college,free/reduced,none,single,sometimes,yes,5.0,private,5 - 10,36,43,47,42.0
116,male,group C,associate's degree,free/reduced,none,single,sometimes,no,2.0,private,> 10,55,47,43,48.0
120,female,group B,some high school,standard,none,married,sometimes,yes,0.0,private,< 5,42,50,49,47.0
128,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,36,39,32,36.0
148,male,group B,high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,42,36,33,37.0
180,male,group C,some college,standard,completed,married,regularly,yes,0.0,school_bus,< 5,46,48,45,46.0
233,female,group E,some college,free/reduced,completed,married,never,no,5.0,school_bus,< 5,40,53,52,48.0
335,male,group C,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,51,47,43,47.0
353,male,group E,some high school,free/reduced,completed,married,never,yes,2.0,private,5 - 10,45,29,27,34.0
376,male,group B,some high school,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,52,49,44,48.0
413,male,group D,some high school,free/reduced,none,single,regularly,yes,5.0,private,< 5,35,32,35,34.0
421,female,group D,master's degree,standard,none,married,sometimes,yes,4.0,private,< 5,42,52,50,48.0
428,male,group D,some high school,free/reduced,completed,divorced,sometimes,yes,0.0,private,5 - 10,39,45,48,44.0
435,male,group C,some high school,free/reduced,completed,married,regularly,yes,0.0,school_bus,< 5,45,45,51,47.0
448,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,1.0,private,< 5,34,42,47,41.0
472,male,group A,some college,standard,none,married,sometimes,yes,2.0,private,< 5,43,44,38,42.0
508,male,group B,some high school,free/reduced,none,single,sometimes,yes,0.0,private,< 5,25,27,18,23.0
546,female,group C,some high school,standard,none,married,never,yes,1.0,private,< 5,25,34,38,32.0
560,female,group C,some high school,free/reduced,completed,divorced,regularly,no,2.0,private,> 10,31,38,41,37.0
572,female,group A,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,9,23,20,17.0
595,female,group D,high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,32,45,52,43.0
597,male,group D,high school,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,< 5,36,41,40,39.0
599,male,group D,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,39,45,44,43.0
603,male,group B,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,43,42,35,40.0
664,male,group D,some high school,standard,none,divorced,never,yes,1.0,school_bus,5 - 10,52,33,39,41.0
696,male,group A,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,47,43,41,44.0
721,female,group C,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5,33,41,46,40.0
755,male,group C,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,38,45,45,43.0
775,male,group B,some college,standard,completed,single,sometimes,yes,3.0,private,5 - 10,43,44,38,42.0
798,male,group B,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,43,47,47,46.0
813,female,group D,high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,40,43,47,43.0
821,female,group B,high school,standard,none,divorced,regularly,yes,3.0,school_bus,> 10,42,44,43,43.0
853,male,group D,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,48,44,43,45.0
858,male,group D,high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,< 5,53,46,44,48.0
891,male,group C,high school,free/reduced,none,single,regularly,yes,5.0,school_bus,< 5,53,44,37,45.0
895,male,group C,some high school,standard,none,single,sometimes,no,3.0,school_bus,< 5,54,43,46,48.0
948,male,group C,high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,43,46,45,45.0
981,male,group A,some college,standard,none,single,sometimes,no,1.0,private,< 5,45,50,42,46.0
53,female,group A,high school,free/reduced,none,married,never,yes,0.0,private,5 - 10,37,51,50,46.0
98,male,group C,some college,free/reduced,none,married,never,yes,4.0,private,< 5,44,44,38,42.0
99,female,group C,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,37,45,45,42.0
101,female,group C,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,38,51,55,48.0
106,male,group B,some college,standard,none,divorced,never,yes,4.0,school_bus,< 5,54,37,34,42.0
142,female,group E,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,38,39,45,41.0
145,male,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,private,< 5,32,46,43,40.0
226,male,group E,some high school,free/reduced,none,married,regularly,yes,2.0,private,< 5,52,46,41,46.0
250,male,group E,high school,free/reduced,completed,married,regularly,no,3.0,school_bus,< 5,50,43,42,45.0
251,female,group C,some college,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,40,43,54,46.0
253,male,group B,bachelor's degree,standard,none,married,never,no,4.0,school_bus,5 - 10,49,43,43,45.0
284,male,group A,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,41,40,34,38.0
285,male,group A,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,42,44,42,43.0
329,male,group E,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,45,43,37,42.0
342,male,group B,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,47,49,35,44.0
344,female,group C,some college,free/reduced,none,married,regularly,no,6.0,school_bus,< 5,33,51,49,44.0
384,female,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10,37,44,45,42.0
429,female,group B,high school,free/reduced,none,married,regularly,yes,3.0,school_bus,> 10,38,50,47,45.0
437,female,group C,high school,standard,none,married,regularly,yes,0.0,school_bus,< 5,42,56,47,48.0
438,male,group C,high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,46,54,43,48.0
447,male,group B,master's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,42,48,50,47.0
453,female,group C,high school,free/reduced,none,married,regularly,yes,0.0,private,< 5,18,34,36,29.0
477,male,group D,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,50,42,43,45.0
495,male,group E,bachelor's degree,standard,none,single,regularly,no,1.0,private,< 5,51,47,42,47.0
522,female,group C,high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,35,54,50,46.0
525,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,33,48,42,41.0
567,male,group D,high school,free/reduced,none,divorced,sometimes,no,1.0,private,< 5,45,46,39,43.0
568,male,group C,some high school,standard,none,divorced,regularly,yes,1.0,school_bus,> 10,49,51,44,48.0
576,male,group B,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,53,40,36,43.0
583,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,39,53,44,45.0
608,male,group D,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,29,31,29,30.0
673,male,group E,high school,free/reduced,none,divorced,never,yes,4.0,private,5 - 10,41,47,39,42.0
679,male,group B,some high school,standard,none,married,regularly,yes,0.0,school_bus,< 5,32,44,36,37.0
693,male,group C,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,> 10,22,19,24,22.0
695,male,group D,high school,free/reduced,none,married,never,yes,3.0,school_bus,< 5,30,38,40,36.0
702,male,group C,bachelor's degree,free/reduced,none,divorced,never,no,1.0,private,< 5,44,44,40,43.0
714,male,group C,some college,free/reduced,none,divorced,regularly,yes,5.0,school_bus,< 5,47,44,47,46.0
717,male,group D,some high school,free/reduced,completed,married,regularly,yes,0.0,private,5 - 10,44,45,45,45.0
721,male,group D,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10,48,54,43,48.0
740,male,group C,master's degree,standard,none,married,sometimes,no,3.0,school_bus,< 5,41,43,40,41.0
750,female,group C,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,33,45,41,40.0
752,male,group B,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10,35,35,30,33.0
806,female,group C,high school,free/reduced,none,married,never,yes,2.0,school_bus,< 5,29,42,38,36.0
813,male,group B,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,38,37,31,35.0
823,female,group B,some college,standard,none,married,sometimes,yes,2.0,private,5 - 10,44,46,54,48.0
825,male,group C,some high school,free/reduced,completed,single,sometimes,yes,1.0,private,< 5,44,52,47,48.0
832,male,group B,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,28,24,24,25.0
851,female,group C,some college,free/reduced,none,single,regularly,yes,2.0,private,5 - 10,33,40,36,36.0
913,male,group B,bachelor's degree,free/reduced,none,divorced,regularly,yes,2.0,school_bus,< 5,48,46,45,46.0
918,female,group C,master's degree,free/reduced,none,married,regularly,yes,2.0,private,< 5,34,38,45,39.0
946,male,group C,some college,standard,none,divorced,sometimes,no,2.0,school_bus,< 5,48,40,43,44.0
3,female,group C,high school,standard,none,married,sometimes,yes,0.0,private,< 5,46,46,47,46.0
44,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,49,42,37,43.0
81,female,group D,some high school,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,28,43,39,37.0
83,male,group C,some high school,free/reduced,none,married,never,yes,0.0,private,5 - 10,44,46,39,43.0
85,female,group D,some college,standard,none,divorced,regularly,no,3.0,private,< 5,39,42,43,41.0
94,male,group D,some high school,standard,none,married,regularly,yes,0.0,school_bus,> 10,44,33,38,38.0
102,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,> 10,36,36,43,38.0
114,male,group C,associate's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,42,50,39,44.0
145,female,group C,some high school,free/reduced,completed,married,never,no,2.0,private,> 10,10,31,35,25.0
153,male,group C,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,42,51,43,45.0
166,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,32,43,48,41.0
188,female,group A,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,29,49,43,40.0
220,male,group B,some college,standard,completed,married,sometimes,yes,1.0,private,5 - 10,51,42,44,46.0
245,female,group B,associate's degree,standard,none,divorced,regularly,no,1.0,private,> 10,32,51,46,43.0
280,male,group B,high school,free/reduced,none,married,regularly,no,2.0,private,5 - 10,31,33,32,32.0
327,female,group D,high school,free/reduced,none,married,regularly,no,2.0,private,< 5,49,47,45,47.0
374,male,group C,high school,standard,none,single,regularly,no,1.0,school_bus,> 10,43,37,28,36.0
375,male,group D,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,7,11,12,10.0
377,female,group C,high school,free/reduced,none,married,sometimes,yes,5.0,private,> 10,41,41,47,43.0
382,male,group C,some high school,standard,completed,married,never,yes,0.0,private,5 - 10,47,41,42,43.0
434,male,group A,some high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,31,27,27,28.0
440,female,group B,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,35,48,46,43.0
448,male,group A,some high school,standard,none,married,sometimes,yes,3.0,private,< 5,33,36,31,33.0
453,male,group B,master's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,43,42,38,41.0
512,female,group C,high school,standard,none,married,regularly,yes,4.0,private,5 - 10,46,48,48,47.0
534,male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,no,5.0,private,< 5,50,44,42,45.0
558,female,group D,some high school,free/reduced,none,divorced,regularly,no,1.0,school_bus,> 10,33,49,50,44.0
559,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,> 10,36,41,32,36.0
560,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,1.0,private,< 5,43,50,44,46.0
593,female,group C,some college,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,38,47,49,45.0
599,male,group D,associate's degree,free/reduced,none,single,sometimes,yes,1.0,private,< 5,50,46,43,46.0
603,male,group A,some high school,standard,none,single,never,yes,3.0,school_bus,< 5,30,24,22,25.0
631,male,group D,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,39,47,38,41.0
660,male,group C,high school,standard,none,married,sometimes,yes,4.0,private,> 10,46,48,45,46.0
665,male,group D,some high school,free/reduced,none,married,sometimes,yes,0.0,private,< 5,45,47,48,47.0
698,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,32,50,55,46.0
708,male,group B,some college,free/reduced,none,married,sometimes,yes,0.0,private,> 10,42,47,45,45.0
718,male,group C,high school,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,50,49,43,47.0
725,male,group C,bachelor's degree,free/reduced,none,married,never,yes,1.0,school_bus,< 5,47,44,42,44.0
726,male,group B,bachelor's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,45,36,43,41.0
745,male,group B,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,47,40,39,42.0
757,female,group C,some high school,standard,none,married,sometimes,no,4.0,private,5 - 10,33,40,41,38.0
801,male,group A,high school,standard,none,married,never,yes,1.0,private,< 5,47,44,37,43.0
806,female,group C,some high school,standard,completed,single,sometimes,yes,1.0,private,< 5,32,42,44,39.0
